iter	RMSE
250	6.72249063
251	6.700821832
252	6.681093376
253	6.662823969
254	6.646720002
255	6.626883027
256	6.611276514
257	6.594739384
258	6.57869155
259	6.568368905
260	6.554051389
261	6.532519664
262	6.518914294
263	6.50075899
264	6.474939814
265	6.453253625
266	6.432992056
267	6.407432475
268	6.386809408
269	6.374501161
270	6.346729288
271	6.326450573
272	6.300814939
273	6.275394857
274	6.258958084
275	6.241295583
276	6.228405894
277	6.217663108
278	6.209740632
279	6.192646477
280	6.16866055
281	6.15300537
282	6.127046423
283	6.106623004
284	6.085644969
285	6.07392944
286	6.050415549
287	6.030763171
288	6.016693442
289	5.996451817
290	5.982171663
291	5.961086058
292	5.947023416
293	5.934740016
294	5.920535357
295	5.908474211
296	5.885933505
297	5.869138379
298	5.84869131
299	5.831591313
300	5.818413917
301	5.803502339
302	5.790879626
303	5.776654051
304	5.76887811
305	5.754332988
306	5.742793986
307	5.723521045
308	5.707200454
309	5.692304415
310	5.673692284
311	5.65556144
312	5.64574898
313	5.623431441
314	5.61143748
315	5.59971044
316	5.592445676
317	5.577857968
318	5.55547878
319	5.546761282
320	5.536611192
321	5.516517886
322	5.502566217
323	5.475874415
324	5.467601062
325	5.452784015
326	5.439943025
327	5.427449545
328	5.41131594
329	5.395008602
330	5.384914615
331	5.368765308
332	5.360834375
333	5.343623303
334	5.326234657
335	5.314943322
336	5.297178108
337	5.290642993
338	5.281609023
339	5.275318971
340	5.260739899
341	5.24863912
342	5.233858463
343	5.222292497
344	5.20232893
345	5.190741734
346	5.170526774
347	5.160289885
348	5.150065598
349	5.13295177
350	5.12686196
351	5.113407717
352	5.100763704
353	5.08825096
354	5.072357686
355	5.055641144
356	5.045822271
357	5.026730821
358	5.015833866
359	5.003496616
360	4.992940202
361	4.984245175
362	4.975136794
363	4.965382972
364	4.95132575
365	4.941412945
366	4.925402721
367	4.913265575
368	4.895498212
369	4.885890489
370	4.877669067
371	4.865332851
372	4.857887086
373	4.837875856
374	4.82472351
375	4.81565385
376	4.80014477
377	4.78874559
378	4.77798966
379	4.772547692
380	4.769083781
381	4.755642138
382	4.745306385
383	4.731527049
384	4.718436223
385	4.705635729
386	4.68730648
387	4.671959791
388	4.661833293
389	4.6517083
390	4.63786257
391	4.625902784
392	4.61747629
393	4.604558602
394	4.592854958
395	4.583877417
396	4.573027539
397	4.563284225
398	4.555143531
399	4.539010196
400	4.526174016
401	4.515487155
402	4.502374475
403	4.49065116
404	4.480213354
405	4.476847808
406	4.465726113
407	4.451777867
408	4.441391886
409	4.431753196
410	4.417434061
411	4.408224456
412	4.404861784
413	4.393049768
414	4.391177948
415	4.383003287
416	4.374487135
417	4.365060114
418	4.355880665
419	4.346478051
420	4.338592217
421	4.331071512
422	4.317461461
423	4.299122478
424	4.291997239
425	4.282238139
426	4.273882222
427	4.267624808
428	4.25752138
429	4.245286644
430	4.23170402
431	4.224964431
432	4.215935697
433	4.204268739
434	4.196464884
435	4.188366292
436	4.168523815
437	4.162737015
438	4.160806331
439	4.156733952
440	4.147562572
441	4.136883231
442	4.134396808
443	4.127518911
444	4.119845101
445	4.110493896
446	4.099397293
447	4.097621915
448	4.086443997
449	4.082008106
450	4.074105774
451	4.071215874
452	4.060724721
453	4.052080918
454	4.033668504
455	4.024915785
456	4.015908497
457	4.003395523
458	3.998231841
459	3.990180961
460	3.984047398
461	3.982701291
462	3.978114039
463	3.971875574
464	3.963951625
465	3.953497656
466	3.9441033
467	3.936114123
468	3.933832981
469	3.93013598
470	3.91861655
471	3.915197839
472	3.910756148
473	3.90204416
474	3.900457689
475	3.892879099
476	3.886183928
477	3.884929982
478	3.877333302
479	3.874520163
480	3.868327287
481	3.851257507
482	3.84597005
483	3.837033834
484	3.827570989
485	3.822530828
486	3.816176868
487	3.808251236
488	3.800257627
489	3.791182752
490	3.784632442
491	3.775948072
492	3.769669112
493	3.763457065
494	3.754189144
495	3.74642795
496	3.742228181
497	3.7373853
498	3.729536939
499	3.719952674
500	3.7182622
501	3.709748745
502	3.70376494
503	3.699073033
504	3.695119722
505	3.686228074
506	3.679918388
507	3.669803456
508	3.660552525
509	3.653902349
510	3.647013671
511	3.6397032
512	3.633525634
513	3.627085967
514	3.625433288
515	3.620030552
516	3.613973712
517	3.606007389
518	3.602400621
519	3.597655327
520	3.595526071
521	3.589616612
522	3.579834351
523	3.572423146
524	3.566951312
525	3.562254511
526	3.55529289
527	3.545778747
528	3.53799212
529	3.53179314
530	3.525249455
531	3.520456326
532	3.515153992
533	3.508822028
534	3.500684905
535	3.48773046
536	3.483101405
537	3.477802303
538	3.469443236
539	3.464759015
540	3.456971213
541	3.449611721
542	3.446747826
543	3.441743564
544	3.43832882
545	3.4322502
546	3.430381052
547	3.421671355
548	3.413977788
549	3.410261392
550	3.408795545
551	3.407411519
552	3.398762421
553	3.388917811
554	3.382436085
555	3.381533504
556	3.371816278
557	3.366513575
558	3.364209933
559	3.357531365
560	3.357269283
561	3.350656619
562	3.341903483
563	3.336611674
564	3.334757016
565	3.328286116
566	3.325327201
567	3.317267163
568	3.31705734
569	3.313414823
570	3.305853074
571	3.305332075
572	3.297292707
573	3.291128052
574	3.284545207
575	3.281565467
576	3.278278179
577	3.273607021
578	3.26560839
579	3.260258221
580	3.254638739
581	3.246094876
582	3.238998457
583	3.229002329
584	3.224355818
585	3.217732502
586	3.215967174
587	3.209518677
588	3.203560486
589	3.19511223
590	3.191294512
591	3.186850981
592	3.181212265
593	3.179098068
594	3.171202093
595	3.16413605
596	3.160402051
597	3.155874439
598	3.151644182
599	3.147249939
600	3.146279734
601	3.139351163
602	3.135498384
603	3.126657177
604	3.12218104
605	3.118684235
606	3.11402219
607	3.106342162
608	3.100544758
609	3.096156729
610	3.089605797
611	3.087196029
612	3.081264316
613	3.076397001
614	3.065133261
615	3.0603103
616	3.055354197
617	3.049995948
618	3.040220815
619	3.036191157
620	3.027546472
621	3.024766048
622	3.017938753
623	3.007951884
624	3.001162673
625	2.994849895
626	2.990992542
627	2.986470467
628	2.981715463
629	2.976115052
630	2.970499393
631	2.965134828
632	2.959190408
633	2.953514333
634	2.952448173
635	2.950001644
636	2.946691674
637	2.941524476
638	2.939544881
639	2.933849008
640	2.927547979
641	2.921098108
642	2.916707467
643	2.911556041
644	2.904013445
645	2.900864938
646	2.895021629
647	2.893830966
648	2.888151431
649	2.883609529
650	2.87778095
651	2.87445337
652	2.86949345
653	2.864662337
654	2.859404867
655	2.851282126
656	2.846700879
657	2.838918371
658	2.834366565
659	2.830433777
660	2.829894168
661	2.824412421
662	2.819696036
663	2.813314275
664	2.809796847
665	2.799763909
666	2.796588962
667	2.788944583
668	2.785349886
669	2.780229123
670	2.773789242
671	2.767141746
672	2.765659228
673	2.761783137
674	2.757549063
675	2.755065588
676	2.750054603
677	2.745889115
678	2.739028632
679	2.737002782
680	2.729559933
681	2.728423227
682	2.725738331
683	2.721411677
684	2.715129479
685	2.713970232
686	2.708608786
687	2.706588977
688	2.699309452
689	2.691693756
690	2.687844283
691	2.683748045
692	2.679025863
693	2.673354439
694	2.668881338
695	2.665923114
696	2.661017588
697	2.655175561
698	2.650984429
699	2.645320346
700	2.641132982
701	2.637777417
702	2.633949042
703	2.630677533
704	2.627667397
705	2.624761693
706	2.621103042
707	2.616997936
708	2.611905377
709	2.608726923
710	2.602530542
711	2.600364209
712	2.596111724
713	2.592843299
714	2.588208983
715	2.582971425
716	2.580292637
717	2.573436583
718	2.572171744
719	2.569964571
720	2.566143661
721	2.56240914
722	2.555960243
723	2.552068148
724	2.548694939
725	2.543714284
726	2.539798912
727	2.534856787
728	2.526708336
729	2.526395139
730	2.522564701
731	2.515984382
732	2.510945079
733	2.506199799
734	2.500463223
735	2.496087371
736	2.492276676
737	2.488616798
738	2.485649987
739	2.479748931
740	2.476654232
741	2.473492584
742	2.472177639
743	2.466133114
744	2.461988386
745	2.458367033
746	2.453933353
747	2.450899035
748	2.448909319
749	2.446602505
750	2.443460126
751	2.438895194
752	2.434581982
753	2.426400858
754	2.423792117
755	2.419620612
756	2.416371177
757	2.414129249
758	2.411003908
759	2.406925155
760	2.40230092
761	2.400841669
762	2.399736489
763	2.395451281
764	2.389548198
765	2.38601133
766	2.379897813
767	2.377487276
768	2.374919556
769	2.370758165
770	2.368567011
771	2.363704122
772	2.359515426
773	2.355808752
774	2.35092927
775	2.349725853
776	2.345827626
777	2.340783986
778	2.336916093
779	2.334389282
780	2.331212165
781	2.327205976
782	2.322865458
783	2.319019491
784	2.316652625
785	2.314725452
786	2.312236104
787	2.310975953
788	2.307321736
789	2.305167532
790	2.302079447
791	2.298856437
792	2.294969954
793	2.290488444
794	2.28894274
795	2.284314816
796	2.280511937
797	2.27699893
798	2.274857082
799	2.273269771
800	2.271958649
801	2.269913652
802	2.265626743
803	2.262082963
804	2.255177272
805	2.253509037
806	2.251052115
807	2.248084412
808	2.242124181
809	2.23968328
810	2.235596876
811	2.231229647
812	2.22804468
813	2.224464406
814	2.223822419
815	2.220236334
816	2.215959001
817	2.212269634
818	2.206641872
819	2.204058216
820	2.201262851
821	2.198688742
822	2.197497936
823	2.195153137
824	2.193920078
825	2.19105332
826	2.187024402
827	2.184128043
828	2.18188911
829	2.179231574
830	2.175387559
831	2.173909798
832	2.169398061
833	2.168796916
834	2.16431365
835	2.161031605
836	2.15856298
837	2.1547249
838	2.152173046
839	2.148434409
840	2.144658084
841	2.141956556
842	2.139135586
843	2.135476771
844	2.133662595
845	2.129454133
846	2.126891914
847	2.125379676
848	2.120862656
849	2.117143302
850	2.113916634
851	2.113178117
852	2.110985618
853	2.108642436
854	2.10780293
855	2.105430608
856	2.101345567
857	2.09918911
858	2.094835534
859	2.089945648
860	2.087519723
861	2.083443322
862	2.077071741
863	2.074477572
864	2.072656706
865	2.070134111
866	2.066870371
867	2.063809173
868	2.061899256
869	2.059154957
870	2.056456656
871	2.053772798
872	2.051725249
873	2.047894762
874	2.045643094
875	2.04289768
876	2.040436046
877	2.037978496
878	2.036537773
879	2.034622021
880	2.031985399
881	2.031169136
882	2.028350454
883	2.025409351
884	2.023628627
885	2.020190769
886	2.01750003
887	2.015256208
888	2.014107177
889	2.008519848
890	2.005306625
891	2.002527522
892	1.999757189
893	1.996862437
894	1.995685585
895	1.993528317
896	1.990877599
897	1.988345843
898	1.987144811
899	1.98349679
900	1.981655464
901	1.976548918
902	1.97240989
903	1.970510292
904	1.966948648
905	1.965037161
906	1.96186848
907	1.958783905
908	1.956353109
909	1.954569657
910	1.951260124
911	1.948314509
912	1.944387769
913	1.943150415
914	1.938580654
915	1.935511792
916	1.931322801
917	1.928791702
918	1.926208167
919	1.924882705
920	1.922422696
921	1.919833907
922	1.919295469
923	1.915724251
924	1.912669543
925	1.911208258
926	1.90894899
927	1.906587474
928	1.9040678
929	1.902300712
930	1.901432613
931	1.899145999
932	1.896710577
933	1.895404366
934	1.894894365
935	1.89230153
936	1.890393607
937	1.888611423
938	1.887394679
939	1.883178165
940	1.882086407
941	1.879706352
942	1.877619476
943	1.875551478
944	1.871540866
945	1.869878114
946	1.868037309
947	1.867466533
948	1.865598193
949	1.862864005
950	1.860521932
951	1.858020674
952	1.855086432
953	1.851810899
954	1.847303059
955	1.84446356
956	1.842566156
957	1.840661708
958	1.838066661
959	1.835155233
960	1.83305567
961	1.83214809
962	1.831225751
963	1.830184262
964	1.826169954
965	1.824028357
966	1.821873439
967	1.820194436
968	1.818159904
969	1.816414881
970	1.813982632
971	1.812887439
972	1.811378268
973	1.806402101
974	1.803108352
975	1.800314971
976	1.797559939
977	1.795233249
978	1.794566929
979	1.792398945
980	1.790455904
981	1.788560175
982	1.787356492
983	1.785032213
984	1.781965594
985	1.779746657
986	1.777819914
987	1.775577932
988	1.775036163
989	1.773463064
990	1.770799553
991	1.768260921
992	1.766373205
993	1.762893393
994	1.761652099
995	1.759718318
996	1.758208244
997	1.755019535
998	1.754803843
999	1.753604591
1000	1.752490578
1001	1.749510018
1002	1.748151001
1003	1.745494238
1004	1.742948031
1005	1.74048128
1006	1.738522405
1007	1.735962018
1008	1.73379534
1009	1.731990998
1010	1.731637933
1011	1.730534661
1012	1.727658751
1013	1.72548389
1014	1.7236553
1015	1.721135065
1016	1.719973782
1017	1.716515385
1018	1.714552041
1019	1.712723973
1020	1.710902224
1021	1.70936295
1022	1.707312913
1023	1.705909801
1024	1.704479057
1025	1.70123242
1026	1.699444102
1027	1.696108298
1028	1.694523419
1029	1.692781214
1030	1.692463973
1031	1.690412957
1032	1.68915999
1033	1.687267593
1034	1.686400217
1035	1.684616644
1036	1.680866374
1037	1.678710513
1038	1.676559015
1039	1.67510955
1040	1.673134628
1041	1.669736253
1042	1.667907605
1043	1.66573058
1044	1.664318168
1045	1.661029327
1046	1.659091036
1047	1.657838167
1048	1.655132674
1049	1.653033932
1050	1.651382102
1051	1.650429842
1052	1.647971399
1053	1.646148089
1054	1.644565783
1055	1.642950141
1056	1.641945023
1057	1.640813558
1058	1.640574037
1059	1.639100535
1060	1.637861087
1061	1.634828956
1062	1.63348153
1063	1.631458404
1064	1.630273583
1065	1.628423733
1066	1.627308173
1067	1.624931153
1068	1.623660036
1069	1.622300831
1070	1.620261762
1071	1.618279102
1072	1.616270209
1073	1.61422504
1074	1.613014881
1075	1.61194214
1076	1.610188659
1077	1.607573394
1078	1.605310387
1079	1.60289652
1080	1.600337283
1081	1.598831854
1082	1.597452271
1083	1.59625476
1084	1.594012419
1085	1.593211385
1086	1.591998085
1087	1.590011597
1088	1.58786587
1089	1.585977455
1090	1.584761023
1091	1.582067462
1092	1.580905223
1093	1.580386889
1094	1.578933686
1095	1.577630919
1096	1.576763039
1097	1.575604114
1098	1.573560259
1099	1.571575063
1100	1.569890281
1101	1.568503503
1102	1.566626724
1103	1.565285852
1104	1.563497822
1105	1.562116052
1106	1.560765621
1107	1.559570701
1108	1.558005155
1109	1.556738096
1110	1.555034136
1111	1.552804811
1112	1.551244063
1113	1.54966572
1114	1.548518783
1115	1.547166679
1116	1.546589915
1117	1.545052099
1118	1.542902695
1119	1.540544253
1120	1.538050472
1121	1.535997578
1122	1.534489724
1123	1.533197222
1124	1.531583171
1125	1.530577603
1126	1.528828435
1127	1.527310722
1128	1.525538751
1129	1.524400509
1130	1.523085507
1131	1.521623967
1132	1.51917402
1133	1.517574817
1134	1.5172232
1135	1.515582743
1136	1.513839441
1137	1.511491238
1138	1.511125148
1139	1.50869993
1140	1.506965017
1141	1.505879488
1142	1.505024903
1143	1.503713884
1144	1.502511911
1145	1.50059819
1146	1.49973096
1147	1.497986467
1148	1.496509254
1149	1.495721608
1150	1.494013195
1151	1.492776465
1152	1.490320759
1153	1.487948792
1154	1.486771257
1155	1.484894248
1156	1.483671842
1157	1.483142887
1158	1.48220877
1159	1.480988646
1160	1.479058286
1161	1.477633207
1162	1.475697514
1163	1.473407366
1164	1.472313555
1165	1.470861701
1166	1.470253012
1167	1.46965061
1168	1.467910469
1169	1.465142887
1170	1.46338814
1171	1.461510171
1172	1.460820612
1173	1.459718336
1174	1.458908109
1175	1.457710774
1176	1.455792114
1177	1.453898805
1178	1.452033555
1179	1.450589875
1180	1.449110503
1181	1.448688874
1182	1.446728809
1183	1.444693568
1184	1.443300419
1185	1.441525237
1186	1.439317306
1187	1.437968631
1188	1.435950473
1189	1.433183961
1190	1.432799014
1191	1.431534801
1192	1.430386174
1193	1.428988617
1194	1.426803133
1195	1.425956435
1196	1.424830663
1197	1.423552301
1198	1.421837907
1199	1.420842045
1200	1.418460569
1201	1.417152681
1202	1.4160107
1203	1.41333
1204	1.410694787
1205	1.40853138
1206	1.406539489
1207	1.405123994
1208	1.403644467
1209	1.401305625
1210	1.400046984
1211	1.398777418
1212	1.396156287
1213	1.395931034
1214	1.394875349
1215	1.393285527
1216	1.39075751
1217	1.390517843
1218	1.389328858
1219	1.387983125
1220	1.3878454
1221	1.385785031
1222	1.383691611
1223	1.382584732
1224	1.381159646
1225	1.380378918
1226	1.379404309
1227	1.37712217
1228	1.375763657
1229	1.374158502
1230	1.372409449
1231	1.371244539
1232	1.369579535
1233	1.367733595
1234	1.366559028
1235	1.365382772
1236	1.363723652
1237	1.361930421
1238	1.359496467
1239	1.358516679
1240	1.357268647
1241	1.355086419
1242	1.353077267
1243	1.351870072
1244	1.350659097
1245	1.348830158
1246	1.347165396
1247	1.346053511
1248	1.344567436
1249	1.343309806
1250	1.342366649
1251	1.341519326
1252	1.340877523
1253	1.339517217
1254	1.338949858
1255	1.33808188
1256	1.337592155
1257	1.336811566
1258	1.33476925
1259	1.333474135
1260	1.331771235
1261	1.330404413
1262	1.329282916
1263	1.32754578
1264	1.325503922
1265	1.324936409
1266	1.323926339
1267	1.323052608
1268	1.321160815
1269	1.320151178
1270	1.319008827
1271	1.31824193
1272	1.316707839
1273	1.31584552
1274	1.314709435
1275	1.313977701
1276	1.312777263
1277	1.311801132
1278	1.309447634
1279	1.307898134
1280	1.306871023
1281	1.306172186
1282	1.303853004
1283	1.301751773
1284	1.300869809
1285	1.299835429
1286	1.297720185
1287	1.296083852
1288	1.295397508
1289	1.294771213
1290	1.293533231
1291	1.291998743
1292	1.290464604
1293	1.289796444
1294	1.288935778
1295	1.288333567
1296	1.286547814
1297	1.285062215
1298	1.283352427
1299	1.282107928
1300	1.279396385
1301	1.277912567
1302	1.276999694
1303	1.275684691
1304	1.27450284
1305	1.27255533
1306	1.271372871
1307	1.269713423
1308	1.267742866
1309	1.266815398
1310	1.265383771
1311	1.264281386
1312	1.262450318
1313	1.2609164
1314	1.260567569
1315	1.259156847
1316	1.257609126
1317	1.25680564
1318	1.255967374
1319	1.255635723
1320	1.254201171
1321	1.25314914
1322	1.251695153
1323	1.250596293
1324	1.249596694
1325	1.248730277
1326	1.247607943
1327	1.246644507
1328	1.245388904
1329	1.24484696
1330	1.243078848
1331	1.242333306
1332	1.24133283
1333	1.239341283
1334	1.238304503
1335	1.235776172
1336	1.234757476
1337	1.233288051
1338	1.23261704
1339	1.231529055
1340	1.230268141
1341	1.229004327
1342	1.227974023
1343	1.226659476
1344	1.225403695
1345	1.224536207
1346	1.223441883
1347	1.221795549
1348	1.220483549
1349	1.219443128
1350	1.218080426
1351	1.216983625
1352	1.215757499
1353	1.214045716
1354	1.213021702
1355	1.212376502
1356	1.211285029
1357	1.211147427
1358	1.211037051
1359	1.209591663
1360	1.208522538
1361	1.208109008
1362	1.207957722
1363	1.206431492
1364	1.205435111
1365	1.20521518
1366	1.204698588
1367	1.203871295
1368	1.202361857
1369	1.20150343
1370	1.200541086
1371	1.19992808
1372	1.198810144
1373	1.198276804
1374	1.19787853
1375	1.196600349
1376	1.194622884
1377	1.193514655
1378	1.192653477
1379	1.191030394
1380	1.190362676
1381	1.188993909
1382	1.187971236
1383	1.18721266
1384	1.185872461
1385	1.185072954
1386	1.184673838
1387	1.183535131
1388	1.182765347
1389	1.181420957
1390	1.180067687
1391	1.178469466
1392	1.178160347
1393	1.17745192
1394	1.176531779
1395	1.175306568
1396	1.173810437
1397	1.173250156
1398	1.172688999
1399	1.170999737
1400	1.170424559
1401	1.16906244
1402	1.167744081
1403	1.166247271
1404	1.165029912
1405	1.163614044
1406	1.162669842
1407	1.161637428
1408	1.16070114
1409	1.159538626
1410	1.158408506
1411	1.157550114
1412	1.155912779
1413	1.154868767
1414	1.154326048
1415	1.153593074
1416	1.152857918
1417	1.151655948
1418	1.150689299
1419	1.149561058
1420	1.148974666
1421	1.146844583
1422	1.145539416
1423	1.144536318
1424	1.143497925
1425	1.142327867
1426	1.140879828
1427	1.139755001
1428	1.139097289
1429	1.138017064
1430	1.137278539
1431	1.136771209
1432	1.136038955
1433	1.134855224
1434	1.134018976
1435	1.133282058
1436	1.132522112
1437	1.131362729
1438	1.130157713
1439	1.129250501
1440	1.128072674
1441	1.127318086
1442	1.12574423
1443	1.124451806
1444	1.123453223
1445	1.121894006
1446	1.120820869
1447	1.120557261
1448	1.119820119
1449	1.117893499
1450	1.116534032
1451	1.115651085
1452	1.114519329
1453	1.113620995
1454	1.112907737
1455	1.112154479
1456	1.111399548
1457	1.110358717
1458	1.108737967
1459	1.107464195
1460	1.106865639
1461	1.105534101
1462	1.104431087
1463	1.102883536
1464	1.101526566
1465	1.100493105
1466	1.099896002
1467	1.099083143
1468	1.098506546
1469	1.098073848
1470	1.096300166
1471	1.095256689
1472	1.094586518
1473	1.092259353
1474	1.091300221
1475	1.090538721
1476	1.088884979
1477	1.088139891
1478	1.087117485
1479	1.086191694
1480	1.085402601
1481	1.084268814
1482	1.083325846
1483	1.082224265
1484	1.081358969
1485	1.080477881
1486	1.079374682
1487	1.077801987
1488	1.076798942
1489	1.076127071
1490	1.07573667
1491	1.07466902
1492	1.073178367
1493	1.072229527
1494	1.071174529
1495	1.070200654
1496	1.06930994
1497	1.067644296
1498	1.067288169
1499	1.066873017
1500	1.0660153
1501	1.064923663
1502	1.063874704
1503	1.063043268
1504	1.062050778
1505	1.061082525
1506	1.060781403
1507	1.059742039
1508	1.059137402
1509	1.058357716
1510	1.057599546
1511	1.056493899
1512	1.055277272
1513	1.054349128
1514	1.052485808
1515	1.051622355
1516	1.050682677
1517	1.050046242
1518	1.048723484
1519	1.047872923
1520	1.047163696
1521	1.046364735
1522	1.045826564
1523	1.044814666
1524	1.043759216
1525	1.043182005
1526	1.04256093
1527	1.04191582
1528	1.041218578
1529	1.040181997
1530	1.039625083
1531	1.038380013
1532	1.038230694
1533	1.037855809
1534	1.036767307
1535	1.035293258
1536	1.034351531
1537	1.033833396
1538	1.032674961
1539	1.03149671
1540	1.03025868
1541	1.029535663
1542	1.028722387
1543	1.02796742
1544	1.027368404
1545	1.026875636
1546	1.026121522
1547	1.025617837
1548	1.024738727
1549	1.023858658
1550	1.023098206
1551	1.022257613
1552	1.021532235
1553	1.020592695
1554	1.019737193
1555	1.018847306
1556	1.017716314
1557	1.016810354
1558	1.015914682
1559	1.015094883
1560	1.014681025
1561	1.014427721
1562	1.013836263
1563	1.013048466
1564	1.012730182
1565	1.011853249
1566	1.010528188
1567	1.01002381
1568	1.009134572
1569	1.008426759
1570	1.007285434
1571	1.007060113
1572	1.006383333
1573	1.005274412
1574	1.004024414
1575	1.003431673
1576	1.002685353
1577	1.002065884
1578	1.00094158
1579	1.000130104
1580	0.9995790634
1581	0.9990608123
1582	0.9981202267
1583	0.9974512445
1584	0.9967145761
1585	0.9960314448
1586	0.9955988054
1587	0.994755963
1588	0.9936623425
1589	0.9932788583
1590	0.9928422112
1591	0.9920034851
1592	0.9913737708
1593	0.9907490193
1594	0.9899565478
1595	0.9892168034
1596	0.9882549751
1597	0.9876331209
1598	0.9867572623
1599	0.985897619
1600	0.9847896264
1601	0.9840256217
1602	0.9835296287
1603	0.9830678416
1604	0.9824450289
1605	0.9818771892
1606	0.9818065689
1607	0.9804908752
1608	0.9797397262
1609	0.9790250381
1610	0.9786703073
1611	0.9775824278
1612	0.9774505102
1613	0.9763241888
1614	0.9751886578
1615	0.9746767209
1616	0.9742339874
1617	0.9738605643
1618	0.9726358796
1619	0.9717599014
1620	0.9707528364
1621	0.9702052608
1622	0.9689909158
1623	0.9684115495
1624	0.9680756476
1625	0.9674629908
1626	0.9666716013
1627	0.9655866516
1628	0.9647690574
1629	0.9635411016
1630	0.9626538301
1631	0.9617193297
1632	0.9609463961
1633	0.9604838982
1634	0.9599810496
1635	0.9584869659
1636	0.9580398287
1637	0.9575160104
1638	0.9570619917
1639	0.9569295279
1640	0.956318848
1641	0.9558767394
1642	0.9545622049
1643	0.9537718036
1644	0.9528935198
1645	0.9521277827
1646	0.9512428599
1647	0.9504142142
1648	0.9492398534
1649	0.948462018
1650	0.9479501356
1651	0.9473722175
1652	0.9464975325
1653	0.9456669943
1654	0.945113598
1655	0.9445170927
1656	0.9432056497
