iter	Passed	Remaining
1668	23411	46723
1669	23423	46707
1670	23436	46689
1671	23449	46673
1672	23461	46656
1673	23474	46640
1674	23487	46625
1675	23500	46608
1676	23513	46591
1677	23526	46575
1678	23538	46558
1679	23551	46542
1680	23564	46525
1681	23577	46509
1682	23589	46493
1683	23602	46476
1684	23615	46459
1685	23629	46445
1686	23642	46429
1687	23655	46413
1688	23667	46396
1689	23680	46380
1690	23693	46363
1691	23706	46347
1692	23719	46332
1693	23732	46316
1694	23745	46300
1695	23758	46284
1696	23775	46275
1697	23788	46260
1698	23802	46245
1699	23814	46228
1700	23827	46212
1701	23840	46196
1702	23853	46180
1703	23867	46166
1704	23880	46150
1705	23893	46133
1706	23905	46117
1707	23918	46100
1708	23936	46093
1709	23948	46077
1710	23961	46061
1711	23974	46043
1712	23987	46029
1713	24000	46013
1714	24013	45996
1715	24026	45981
1716	24040	45966
1717	24052	45949
1718	24065	45932
1719	24078	45917
1720	24091	45900
1721	24104	45884
1722	24118	45870
1723	24131	45854
1724	24144	45839
1725	24157	45822
1726	24169	45805
1727	24182	45789
1728	24194	45772
1729	24207	45756
1730	24219	45739
1731	24232	45723
1732	24245	45706
1733	24258	45690
1734	24270	45673
1735	24284	45658
1736	24297	45643
1737	24309	45626
1738	24322	45610
1739	24336	45595
1740	24348	45578
1741	24362	45563
1742	24374	45546
1743	24387	45530
1744	24399	45513
1745	24412	45497
1746	24424	45480
1747	24437	45464
1748	24450	45447
1749	24463	45431
1750	24476	45415
1751	24489	45400
1752	24502	45384
1753	24514	45367
1754	24527	45351
1755	24540	45335
1756	24553	45319
1757	24565	45302
1758	24578	45287
1759	24591	45271
1760	24604	45255
1761	24618	45241
1762	24631	45225
1763	24644	45208
1764	24656	45192
1765	24669	45176
1766	24682	45160
1767	24700	45154
1768	24717	45144
1769	24729	45128
1770	24742	45112
1771	24755	45095
1772	24771	45086
1773	24785	45071
1774	24797	45055
1775	24810	45038
1776	24823	45022
1777	24842	45018
1778	24859	45009
1779	24873	44996
1780	24886	44980
1781	24899	44964
1782	24912	44948
1783	24929	44940
1784	24942	44924
1785	24955	44907
1786	24968	44892
1787	24981	44876
1788	24993	44860
1789	25006	44844
1790	25019	44829
1791	25033	44815
1792	25046	44798
1793	25059	44782
1794	25072	44766
1795	25085	44751
1796	25098	44735
1797	25111	44720
1798	25125	44706
1799	25138	44690
1800	25151	44674
1801	25163	44658
1802	25176	44642
1803	25189	44626
1804	25202	44610
1805	25215	44595
1806	25228	44579
1807	25240	44562
1808	25253	44546
1809	25266	44530
1810	25279	44514
1811	25292	44498
1812	25305	44482
1813	25317	44466
1814	25330	44450
1815	25343	44434
1816	25356	44419
1817	25369	44403
1818	25382	44387
1819	25394	44371
1820	25407	44355
1821	25421	44340
1822	25433	44323
1823	25446	44307
1824	25458	44291
1825	25471	44275
1826	25485	44260
1827	25497	44244
1828	25511	44229
1829	25524	44214
1830	25536	44197
1831	25548	44180
1832	25561	44164
1833	25574	44148
1834	25587	44132
1835	25601	44119
1836	25614	44103
1837	25627	44087
1838	25639	44071
1839	25652	44055
1840	25665	44039
1841	25677	44023
1842	25690	44007
1843	25703	43991
1844	25717	43977
1845	25729	43960
1846	25742	43944
1847	25755	43928
1848	25772	43920
1849	25785	43905
1850	25798	43889
1851	25811	43874
1852	25824	43859
1853	25838	43843
1854	25852	43830
1855	25865	43815
1856	25878	43799
1857	25891	43783
1858	25903	43767
1859	25920	43757
1860	25932	43741
1861	25945	43725
1862	25958	43709
1863	25970	43693
1864	25984	43678
1865	25997	43663
1866	26010	43647
1867	26023	43632
1868	26036	43616
1869	26048	43599
1870	26061	43583
1871	26073	43567
1872	26086	43551
1873	26101	43539
1874	26115	43525
1875	26128	43510
1876	26141	43494
1877	26154	43478
1878	26166	43462
1879	26181	43450
1880	26197	43440
1881	26210	43424
1882	26223	43408
1883	26236	43392
1884	26248	43375
1885	26261	43360
1886	26276	43348
1887	26289	43332
1888	26302	43317
1889	26315	43302
1890	26328	43287
1891	26342	43273
1892	26355	43257
1893	26367	43240
1894	26380	43224
1895	26392	43208
1896	26404	43191
1897	26417	43175
1898	26429	43158
1899	26442	43142
1900	26455	43126
1901	26467	43110
1902	26480	43094
1903	26493	43079
1904	26506	43063
1905	26518	43048
1906	26531	43031
1907	26544	43015
1908	26556	42999
1909	26569	42983
1910	26581	42967
1911	26595	42954
1912	26609	42939
1913	26621	42922
1914	26634	42907
1915	26647	42891
1916	26659	42875
1917	26672	42858
1918	26684	42843
1919	26698	42828
1920	26711	42812
1921	26723	42797
1922	26736	42781
1923	26749	42765
1924	26764	42754
1925	26779	42741
1926	26792	42726
1927	26806	42711
1928	26819	42696
1929	26833	42682
1930	26845	42666
1931	26858	42651
1932	26871	42634
1933	26883	42618
1934	26896	42603
1935	26914	42595
1936	26926	42579
1937	26939	42564
1938	26952	42549
1939	26965	42533
1940	26978	42517
1941	26991	42502
1942	27009	42494
1943	27021	42478
1944	27034	42463
1945	27047	42448
1946	27060	42432
1947	27072	42415
1948	27086	42402
1949	27099	42386
1950	27112	42371
1951	27125	42355
1952	27138	42340
1953	27150	42324
1954	27163	42308
1955	27175	42292
1956	27189	42277
1957	27203	42263
1958	27215	42247
1959	27228	42231
1960	27240	42215
1961	27254	42201
1962	27266	42185
1963	27279	42168
1964	27292	42154
1965	27305	42138
1966	27318	42123
1967	27331	42108
1968	27344	42093
1969	27357	42077
1970	27370	42061
1971	27383	42047
1972	27396	42032
1973	27409	42016
1974	27421	42000
1975	27434	41984
1976	27447	41968
1977	27460	41954
1978	27473	41939
1979	27486	41924
1980	27499	41909
1981	27514	41896
1982	27527	41881
1983	27540	41865
1984	27552	41849
1985	27565	41834
1986	27579	41820
1987	27593	41806
1988	27606	41791
1989	27618	41775
1990	27631	41759
1991	27644	41744
1992	27656	41727
1993	27669	41712
1994	27682	41696
1995	27695	41682
1996	27709	41668
1997	27721	41652
1998	27734	41636
1999	27747	41621
2000	27763	41610
2001	27777	41597
2002	27791	41583
2003	27804	41568
2004	27817	41553
2005	27831	41538
2006	27844	41523
2007	27857	41508
2008	27869	41492
2009	27882	41477
2010	27900	41468
2011	27913	41453
2012	27926	41438
2013	27938	41422
2014	27951	41407
2015	27964	41391
2016	27976	41375
2017	27990	41361
2018	28003	41346
2019	28015	41330
2020	28028	41314
2021	28041	41299
2022	28054	41284
2023	28067	41269
2024	28081	41254
2025	28094	41240
2026	28108	41226
2027	28120	41210
2028	28133	41194
2029	28146	41179
2030	28158	41163
2031	28171	41147
2032	28184	41132
2033	28197	41117
2034	28209	41101
2035	28222	41086
2036	28235	41071
2037	28248	41055
2038	28260	41039
2039	28274	41025
2040	28287	41010
2041	28300	40994
2042	28317	40985
2043	28330	40971
2044	28343	40955
2045	28356	40940
2046	28368	40924
2047	28381	40909
2048	28395	40894
2049	28407	40878
2050	28420	40863
2051	28432	40848
2052	28445	40832
2053	28458	40816
2054	28470	40800
2055	28483	40785
2056	28497	40771
2057	28509	40755
2058	28522	40740
2059	28535	40724
2060	28548	40709
2061	28560	40694
2062	28575	40681
2063	28589	40667
2064	28602	40652
2065	28614	40636
2066	28627	40621
2067	28640	40606
2068	28653	40591
2069	28666	40575
2070	28679	40560
2071	28692	40546
2072	28705	40531
2073	28718	40515
2074	28731	40500
2075	28744	40485
2076	28759	40473
2077	28773	40460
2078	28787	40446
2079	28800	40431
2080	28813	40417
2081	28826	40401
2082	28839	40387
2083	28852	40371
2084	28866	40358
2085	28886	40351
2086	28900	40338
2087	28913	40323
2088	28926	40308
2089	28938	40293
2090	28952	40278
2091	28965	40263
2092	28978	40248
2093	28991	40233
2094	29004	40218
2095	29016	40202
2096	29030	40188
2097	29043	40173
2098	29055	40157
2099	29070	40145
2100	29084	40131
2101	29096	40115
2102	29109	40099
2103	29121	40083
2104	29134	40068
2105	29147	40053
2106	29160	40038
2107	29173	40024
2108	29187	40009
2109	29199	39994
2110	29212	39978
2111	29225	39963
2112	29238	39948
2113	29251	39934
2114	29264	39918
2115	29277	39903
2116	29290	39889
2117	29305	39876
2118	29317	39860
2119	29330	39845
2120	29343	39830
2121	29355	39814
2122	29368	39798
2123	29381	39783
2124	29394	39768
2125	29406	39752
2126	29419	39737
2127	29431	39721
2128	29445	39707
2129	29457	39691
2130	29471	39677
2131	29485	39664
2132	29498	39648
2133	29510	39633
2134	29523	39617
2135	29535	39601
2136	29548	39587
2137	29562	39573
2138	29575	39559
2139	29589	39544
2140	29602	39529
2141	29614	39513
2142	29630	39503
2143	29650	39496
2144	29663	39482
2145	29676	39467
2146	29690	39453
2147	29703	39438
2148	29715	39422
2149	29728	39407
2150	29742	39393
2151	29754	39378
2152	29772	39369
2153	29786	39355
2154	29800	39342
2155	29813	39327
2156	29826	39312
2157	29839	39297
2158	29852	39282
2159	29864	39266
2160	29882	39257
2161	29896	39243
2162	29908	39228
2163	29921	39213
2164	29934	39198
2165	29947	39183
2166	29960	39168
2167	29974	39154
2168	29987	39140
2169	30000	39125
2170	30013	39110
2171	30026	39095
2172	30039	39079
2173	30052	39065
2174	30066	39051
2175	30080	39037
2176	30093	39023
2177	30105	39007
2178	30118	38992
2179	30131	38977
2180	30144	38962
2181	30157	38947
2182	30170	38932
2183	30183	38917
2184	30196	38902
2185	30208	38887
2186	30222	38872
2187	30235	38857
2188	30247	38842
2189	30260	38827
2190	30273	38812
2191	30286	38797
2192	30300	38783
2193	30312	38768
2194	30325	38753
2195	30338	38737
2196	30350	38722
2197	30363	38707
2198	30376	38692
2199	30389	38677
2200	30402	38662
2201	30414	38647
2202	30427	38631
2203	30440	38617
2204	30453	38602
2205	30466	38587
2206	30480	38573
2207	30493	38558
2208	30505	38543
2209	30520	38530
2210	30537	38521
2211	30551	38506
2212	30564	38492
2213	30577	38477
2214	30590	38462
2215	30603	38447
2216	30616	38432
2217	30629	38417
2218	30642	38402
2219	30654	38387
2220	30668	38373
2221	30680	38358
2222	30694	38343
2223	30707	38328
2224	30720	38313
2225	30733	38298
2226	30745	38283
2227	30762	38273
2228	30776	38260
2229	30790	38246
2230	30803	38231
2231	30816	38217
2232	30829	38202
2233	30842	38187
2234	30855	38172
2235	30872	38163
2236	30886	38148
2237	30899	38133
2238	30912	38119
2239	30925	38104
2240	30938	38089
2241	30950	38074
2242	30963	38059
2243	30976	38044
2244	30989	38029
2245	31002	38014
2246	31015	37999
2247	31028	37984
2248	31040	37969
2249	31056	37957
2250	31069	37942
2251	31081	37927
2252	31095	37913
2253	31107	37898
2254	31126	37889
2255	31138	37874
2256	31152	37859
2257	31165	37845
2258	31178	37830
2259	31191	37816
2260	31203	37800
2261	31216	37785
2262	31230	37772
2263	31243	37757
2264	31255	37741
2265	31269	37727
2266	31282	37712
2267	31296	37698
2268	31308	37683
2269	31321	37668
2270	31333	37653
2271	31346	37638
2272	31359	37623
2273	31372	37607
2274	31384	37592
2275	31397	37577
2276	31410	37562
2277	31423	37548
2278	31435	37532
2279	31448	37517
2280	31461	37502
2281	31474	37487
2282	31487	37473
2283	31500	37458
2284	31512	37442
2285	31525	37427
2286	31539	37414
2287	31552	37400
2288	31565	37385
2289	31578	37370
2290	31591	37355
2291	31604	37340
2292	31616	37325
2293	31629	37309
2294	31642	37295
2295	31655	37280
2296	31668	37266
2297	31681	37251
2298	31694	37236
2299	31706	37221
2300	31720	37206
2301	31732	37191
2302	31746	37177
2303	31763	37167
2304	31776	37153
2305	31791	37140
2306	31804	37125
2307	31816	37110
2308	31829	37095
2309	31842	37080
2310	31859	37070
2311	31872	37055
2312	31884	37040
2313	31898	37026
2314	31910	37011
2315	31924	36997
2316	31937	36982
2317	31950	36967
2318	31963	36952
2319	31975	36937
2320	31988	36922
2321	32001	36908
2322	32014	36892
2323	32027	36878
2324	32040	36864
2325	32054	36849
2326	32067	36835
2327	32079	36819
2328	32092	36805
2329	32105	36790
2330	32117	36774
2331	32129	36759
2332	32142	36744
2333	32155	36729
2334	32168	36714
2335	32181	36699
2336	32194	36685
2337	32207	36670
2338	32219	36655
2339	32232	36640
2340	32245	36625
2341	32258	36610
2342	32271	36595
2343	32285	36582
2344	32298	36567
2345	32311	36553
2346	32324	36538
2347	32336	36523
2348	32349	36508
2349	32361	36493
2350	32374	36477
2351	32386	36462
2352	32400	36448
2353	32413	36433
2354	32425	36418
2355	32438	36403
2356	32451	36388
2357	32464	36374
2358	32481	36364
2359	32494	36350
2360	32507	36334
2361	32520	36319
2362	32533	36306
2363	32546	36291
2364	32559	36276
2365	32572	36261
2366	32584	36246
2367	32597	36231
2368	32610	36217
2369	32622	36201
2370	32636	36187
2371	32649	36172
2372	32661	36157
2373	32674	36143
2374	32687	36128
2375	32700	36113
2376	32713	36098
2377	32726	36084
2378	32739	36069
2379	32754	36057
2380	32769	36044
2381	32782	36030
2382	32795	36016
2383	32808	36001
2384	32821	35986
2385	32833	35970
2386	32851	35961
2387	32864	35946
2388	32876	35932
2389	32889	35917
2390	32903	35902
2391	32915	35888
2392	32928	35873
2393	32941	35858
2394	32953	35843
2395	32966	35828
2396	32978	35813
2397	32992	35799
2398	33005	35784
2399	33017	35769
2400	33031	35755
2401	33044	35740
2402	33057	35725
2403	33069	35710
2404	33082	35696
2405	33095	35681
2406	33108	35666
2407	33120	35651
2408	33133	35636
2409	33146	35622
2410	33159	35607
2411	33173	35593
2412	33185	35578
2413	33199	35564
2414	33212	35550
2415	33224	35534
2416	33237	35520
2417	33250	35506
2418	33264	35492
2419	33276	35477
2420	33292	35465
2421	33306	35451
2422	33318	35436
2423	33331	35421
2424	33344	35407
2425	33357	35392
2426	33370	35377
2427	33383	35362
2428	33396	35348
2429	33409	35334
2430	33422	35319
2431	33434	35304
2432	33447	35289
2433	33459	35274
2434	33472	35259
2435	33484	35244
2436	33497	35229
2437	33510	35215
2438	33525	35202
2439	33538	35187
2440	33551	35172
2441	33564	35158
2442	33576	35143
2443	33588	35128
2444	33601	35113
2445	33613	35098
2446	33626	35083
2447	33639	35068
2448	33652	35054
2449	33665	35039
2450	33677	35024
2451	33690	35009
2452	33703	34995
2453	33716	34980
2454	33729	34966
2455	33742	34951
2456	33760	34942
2457	33773	34927
2458	33787	34913
2459	33799	34899
2460	33812	34883
2461	33825	34869
2462	33842	34859
2463	33855	34844
2464	33867	34829
2465	33880	34814
2466	33893	34800
2467	33905	34785
2468	33919	34770
2469	33931	34755
2470	33944	34741
2471	33957	34727
2472	33970	34711
2473	33983	34698
2474	33997	34683
2475	34009	34668
2476	34024	34656
2477	34037	34642
2478	34050	34627
2479	34063	34613
2480	34076	34598
2481	34089	34583
2482	34102	34569
2483	34114	34554
2484	34127	34539
2485	34141	34525
2486	34154	34511
2487	34166	34496
2488	34179	34482
2489	34193	34467
2490	34205	34453
2491	34218	34438
2492	34231	34424
2493	34244	34409
2494	34258	34395
2495	34270	34380
2496	34283	34365
2497	34296	34351
2498	34308	34336
2499	34321	34321
2500	34334	34307
2501	34346	34292
2502	34359	34277
2503	34372	34262
2504	34385	34248
2505	34398	34234
2506	34413	34221
2507	34428	34209
2508	34448	34201
2509	34460	34186
2510	34473	34171
2511	34485	34155
2512	34498	34141
2513	34512	34127
2514	34525	34113
2515	34538	34098
2516	34551	34084
2517	34563	34069
2518	34577	34055
2519	34589	34040
2520	34615	34038
2521	34636	34031
2522	34651	34019
2523	34663	34004
2524	34676	33990
2525	34690	33976
2526	34703	33961
2527	34716	33947
2528	34729	33933
2529	34742	33918
2530	34760	33908
2531	34774	33895
2532	34787	33880
2533	34807	33873
2534	34832	33870
2535	34845	33856
2536	34857	33841
2537	34871	33827
2538	34884	33812
2539	34897	33798
2540	34910	33783
2541	34923	33769
2542	34936	33755
2543	34948	33739
2544	34961	33725
2545	34975	33711
2546	34988	33697
2547	35001	33682
2548	35016	33670
2549	35029	33656
2550	35042	33641
2551	35055	33627
2552	35068	33612
2553	35080	33597
2554	35093	33582
2555	35106	33568
2556	35119	33553
2557	35132	33539
2558	35145	33525
2559	35158	33510
2560	35170	33495
2561	35183	33480
2562	35196	33466
2563	35209	33451
2564	35222	33437
2565	35235	33422
2566	35249	33409
2567	35262	33394
2568	35275	33380
2569	35288	33365
2570	35301	33351
2571	35314	33337
2572	35327	33322
2573	35339	33307
2574	35352	33293
2575	35365	33278
2576	35377	33263
2577	35391	33249
2578	35404	33235
2579	35417	33220
2580	35430	33206
2581	35442	33191
2582	35455	33177
2583	35468	33162
2584	35481	33147
2585	35493	33133
2586	35508	33120
2587	35521	33106
2588	35534	33091
2589	35547	33077
2590	35560	33062
2591	35572	33047
2592	35585	33033
2593	35598	33018
2594	35611	33004
2595	35624	32989
2596	35637	32975
2597	35650	32961
2598	35663	32946
2599	35676	32932
2600	35689	32917
2601	35702	32903
2602	35716	32889
2603	35729	32875
2604	35743	32862
2605	35761	32851
2606	35773	32837
2607	35787	32823
2608	35800	32808
2609	35816	32797
2610	35829	32782
2611	35842	32768
2612	35855	32754
2613	35868	32740
2614	35881	32725
2615	35895	32712
2616	35908	32697
2617	35921	32683
2618	35934	32668
2619	35947	32654
2620	35960	32640
2621	35974	32626
2622	35988	32612
2623	36003	32600
2624	36016	32586
2625	36029	32572
2626	36043	32558
2627	36056	32543
2628	36068	32528
2629	36080	32513
2630	36094	32499
2631	36111	32489
2632	36123	32474
2633	36137	32460
2634	36149	32445
2635	36163	32432
2636	36177	32418
2637	36190	32403
2638	36203	32389
2639	36217	32375
2640	36230	32361
2641	36244	32348
2642	36256	32333
2643	36270	32319
2644	36282	32304
2645	36295	32290
2646	36309	32276
2647	36322	32262
2648	36335	32247
2649	36347	32233
2650	36361	32219
2651	36373	32204
2652	36386	32189
2653	36399	32175
2654	36413	32161
2655	36425	32146
2656	36438	32132
2657	36451	32117
2658	36463	32103
2659	36476	32088
2660	36490	32075
2661	36503	32060
2662	36516	32046
2663	36529	32031
2664	36542	32017
2665	36555	32003
2666	36568	31988
2667	36581	31974
2668	36594	31959
2669	36607	31945
2670	36619	31930
2671	36633	31916
2672	36646	31902
2673	36658	31888
2674	36672	31873
2675	36685	31859
2676	36699	31846
2677	36712	31831
2678	36725	31817
2679	36738	31803
2680	36757	31794
2681	36770	31779
2682	36782	31765
2683	36797	31752
2684	36813	31740
2685	36826	31725
2686	36838	31711
2687	36851	31696
2688	36864	31681
2689	36876	31667
2690	36889	31653
2691	36902	31638
2692	36915	31623
2693	36928	31609
2694	36940	31594
2695	36953	31580
2696	36967	31566
2697	36979	31551
2698	36995	31539
2699	37008	31525
2700	37020	31510
2701	37033	31496
2702	37046	31481
2703	37058	31466
2704	37071	31452
2705	37083	31437
2706	37096	31423
2707	37109	31408
2708	37122	31394
2709	37134	31379
2710	37147	31365
2711	37160	31350
2712	37173	31336
2713	37186	31321
2714	37199	31307
2715	37212	31293
2716	37225	31279
2717	37238	31264
2718	37251	31250
2719	37264	31236
2720	37276	31221
2721	37290	31207
2722	37302	31193
2723	37315	31178
2724	37328	31163
2725	37340	31149
2726	37353	31134
2727	37366	31120
2728	37379	31105
2729	37392	31091
2730	37405	31077
2731	37418	31063
2732	37431	31048
2733	37444	31034
2734	37456	31020
2735	37469	31005
2736	37482	30991
2737	37495	30977
2738	37508	30962
2739	37521	30948
2740	37533	30933
2741	37546	30919
2742	37559	30904
2743	37571	30889
2744	37584	30875
2745	37597	30861
2746	37610	30847
2747	37623	30832
2748	37636	30818
2749	37649	30803
2750	37661	30789
2751	37674	30774
2752	37687	30760
2753	37701	30747
2754	37714	30733
2755	37728	30719
2756	37743	30706
2757	37758	30694
2758	37771	30679
2759	37784	30665
2760	37802	30655
2761	37816	30641
2762	37828	30627
2763	37842	30613
2764	37855	30599
2765	37868	30584
2766	37881	30570
2767	37895	30557
2768	37908	30543
2769	37921	30528
2770	37934	30514
2771	37947	30500
2772	37960	30485
2773	37974	30472
2774	37987	30458
2775	38001	30445
2776	38014	30430
2777	38027	30416
2778	38039	30401
2779	38052	30387
2780	38065	30372
2781	38077	30358
2782	38090	30343
2783	38103	30329
2784	38115	30314
2785	38128	30299
2786	38141	30285
2787	38153	30271
2788	38167	30257
2789	38180	30243
2790	38193	30229
2791	38206	30214
2792	38219	30200
2793	38232	30186
2794	38244	30171
2795	38257	30157
2796	38270	30142
2797	38283	30128
2798	38296	30114
2799	38308	30099
2800	38321	30085
2801	38333	30070
2802	38346	30056
2803	38359	30042
2804	38372	30027
2805	38385	30013
2806	38398	29999
2807	38411	29985
2808	38423	29970
2809	38436	29955
2810	38448	29940
2811	38461	29926
2812	38475	29912
2813	38488	29899
2814	38502	29885
2815	38515	29871
2816	38527	29856
2817	38540	29842
2818	38553	29827
2819	38566	29813
2820	38578	29799
2821	38592	29785
2822	38605	29770
2823	38617	29756
2824	38630	29742
2825	38642	29727
2826	38656	29713
2827	38669	29699
2828	38682	29685
2829	38695	29671
2830	38709	29657
2831	38722	29643
2832	38734	29628
2833	38751	29617
2834	38764	29603
2835	38777	29589
2836	38795	29578
2837	38808	29564
2838	38821	29549
2839	38833	29535
2840	38850	29524
2841	38864	29511
2842	38878	29497
2843	38890	29482
2844	38903	29468
2845	38916	29453
2846	38928	29439
2847	38941	29424
2848	38953	29410
2849	38969	29397
2850	38982	29383
2851	38995	29369
2852	39008	29355
2853	39020	29340
2854	39033	29326
2855	39046	29312
2856	39058	29297
2857	39071	29283
2858	39084	29269
2859	39097	29254
2860	39110	29240
2861	39123	29226
2862	39136	29212
2863	39149	29197
2864	39161	29183
2865	39174	29169
2866	39188	29155
2867	39201	29141
2868	39214	29127
2869	39227	29112
2870	39239	29098
2871	39252	29084
2872	39265	29069
2873	39278	29055
2874	39291	29041
2875	39304	29027
2876	39316	29012
2877	39329	28998
2878	39342	28983
2879	39354	28969
2880	39368	28955
2881	39381	28941
2882	39394	28927
2883	39407	28913
2884	39419	28898
2885	39432	28884
2886	39444	28869
2887	39459	28856
2888	39471	28842
2889	39484	28827
2890	39498	28814
2891	39510	28799
2892	39523	28785
2893	39537	28772
2894	39558	28763
2895	39572	28750
2896	39585	28736
2897	39599	28722
2898	39611	28707
2899	39624	28693
2900	39637	28679
2901	39650	28665
2902	39662	28650
2903	39675	28636
2904	39688	28622
2905	39702	28608
2906	39715	28594
2907	39728	28580
2908	39745	28569
2909	39758	28555
2910	39774	28543
2911	39788	28529
2912	39802	28516
2913	39814	28501
2914	39827	28487
2915	39840	28472
2916	39853	28459
2917	39866	28445
2918	39880	28431
2919	39893	28417
2920	39905	28402
2921	39918	28388
2922	39931	28373
2923	39943	28359
2924	39958	28346
2925	39971	28332
2926	39984	28318
2927	39997	28304
2928	40009	28289
2929	40022	28275
2930	40035	28261
2931	40047	28246
2932	40060	28232
2933	40073	28218
2934	40085	28203
2935	40098	28189
2936	40112	28175
2937	40125	28161
2938	40138	28147
2939	40151	28133
2940	40164	28119
2941	40177	28105
2942	40190	28090
2943	40204	28077
2944	40216	28062
2945	40229	28048
2946	40241	28033
2947	40254	28019
2948	40266	28005
2949	40279	27991
2950	40292	27976
2951	40305	27962
2952	40318	27948
2953	40330	27934
2954	40343	27919
2955	40356	27905
2956	40369	27891
2957	40382	27877
2958	40394	27862
2959	40407	27848
2960	40420	27834
2961	40432	27819
2962	40445	27805
2963	40460	27792
2964	40473	27778
2965	40486	27764
2966	40499	27750
2967	40511	27735
2968	40524	27721
2969	40541	27710
2970	40557	27698
2971	40570	27684
2972	40583	27670
2973	40596	27656
2974	40609	27641
2975	40622	27627
2976	40635	27613
2977	40648	27599
2978	40661	27585
2979	40674	27571
2980	40689	27558
2981	40702	27544
2982	40715	27530
2983	40727	27515
2984	40744	27504
2985	40763	27494
2986	40776	27480
2987	40789	27466
2988	40802	27452
2989	40816	27438
2990	40828	27423
2991	40841	27409
2992	40854	27395
2993	40867	27381
2994	40880	27367
2995	40893	27353
2996	40905	27338
2997	40918	27324
2998	40931	27310
2999	40950	27300
3000	40963	27286
3001	40976	27271
3002	40989	27257
3003	41002	27243
3004	41015	27229
3005	41031	27217
3006	41045	27204
3007	41058	27190
3008	41070	27175
3009	41083	27161
3010	41096	27147
3011	41109	27133
3012	41122	27118
3013	41135	27104
3014	41148	27091
3015	41161	27076
3016	41174	27062
3017	41187	27049
3018	41201	27035
3019	41213	27020
3020	41225	27006
3021	41239	26992
3022	41252	26978
3023	41265	26964
3024	41277	26950
3025	41291	26936
3026	41304	26922
3027	41316	26907
3028	41329	26893
3029	41342	26879
3030	41356	26866
3031	41369	26851
3032	41382	26837
3033	41395	26823
3034	41408	26809
3035	41421	26795
3036	41434	26781
3037	41448	26768
3038	41461	26754
3039	41473	26739
3040	41487	26725
3041	41500	26711
3042	41512	26697
3043	41525	26683
3044	41538	26669
3045	41552	26655
3046	41564	26641
3047	41577	26627
3048	41590	26613
3049	41603	26599
3050	41616	26585
3051	41629	26570
3052	41642	26556
3053	41655	26543
3054	41669	26529
3055	41683	26516
3056	41696	26502
3057	41709	26487
3058	41721	26473
3059	41734	26459
3060	41752	26447
3061	41766	26434
3062	41781	26422
3063	41794	26408
3064	41807	26393
3065	41820	26379
3066	41833	26365
3067	41846	26351
3068	41859	26337
3069	41872	26323
3070	41884	26309
3071	41897	26295
3072	41910	26281
3073	41923	26267
3074	41939	26254
3075	41952	26240
3076	41965	26226
3077	41978	26212
3078	41991	26198
3079	42004	26184
3080	42016	26170
3081	42029	26155
3082	42042	26142
3083	42055	26127
3084	42068	26113
3085	42080	26099
3086	42093	26085
3087	42106	26071
3088	42119	26057
3089	42132	26043
3090	42145	26029
3091	42159	26015
3092	42172	26001
3093	42185	25987
3094	42197	25973
3095	42219	25964
3096	42232	25950
3097	42245	25936
3098	42257	25922
3099	42270	25907
3100	42283	25893
3101	42296	25879
3102	42309	25865
3103	42321	25851
3104	42334	25837
3105	42348	25823
3106	42361	25809
3107	42374	25795
3108	42386	25780
3109	42399	25766
3110	42412	25752
3111	42430	25742
3112	42443	25727
3113	42456	25713
3114	42469	25699
3115	42481	25685
3116	42494	25671
3117	42507	25657
3118	42520	25642
3119	42532	25628
3120	42546	25614
3121	42559	25600
3122	42571	25586
3123	42584	25572
3124	42598	25559
3125	42611	25544
3126	42623	25530
3127	42636	25516
3128	42649	25502
3129	42662	25488
3130	42676	25475
3131	42689	25460
3132	42702	25446
3133	42715	25433
3134	42728	25419
3135	42752	25411
3136	42765	25397
3137	42777	25383
3138	42791	25369
3139	42804	25355
3140	42816	25341
3141	42829	25327
3142	42843	25313
3143	42856	25299
3144	42868	25285
3145	42881	25270
3146	42894	25256
3147	42906	25242
3148	42919	25228
3149	42933	25214
3150	42945	25200
3151	42958	25186
3152	42971	25172
3153	42984	25158
3154	42997	25144
3155	43010	25130
3156	43023	25116
3157	43036	25102
3158	43049	25088
3159	43061	25073
3160	43073	25059
3161	43087	25045
3162	43100	25031
3163	43113	25017
3164	43126	25003
3165	43140	24990
3166	43152	24975
3167	43166	24962
3168	43178	24947
3169	43191	24933
3170	43204	24919
3171	43217	24905
3172	43231	24892
3173	43247	24880
3174	43260	24866
3175	43273	24852
3176	43286	24838
3177	43299	24824
3178	43311	24809
3179	43323	24795
3180	43336	24781
3181	43349	24767
3182	43362	24753
3183	43374	24738
3184	43387	24724
3185	43400	24710
3186	43412	24696
3187	43427	24683
3188	43440	24669
3189	43452	24654
3190	43465	24640
3191	43477	24626
3192	43490	24612
3193	43503	24598
3194	43516	24584
3195	43529	24570
3196	43542	24556
3197	43554	24541
3198	43567	24527
3199	43580	24513
3200	43593	24499
3201	43606	24485
3202	43619	24472
3203	43632	24458
3204	43645	24443
3205	43658	24430
3206	43671	24416
3207	43683	24401
3208	43696	24387
3209	43708	24373
3210	43721	24359
3211	43744	24350
3212	43757	24336
3213	43769	24322
3214	43782	24308
3215	43796	24294
3216	43808	24280
3217	43821	24266
3218	43834	24252
3219	43847	24238
3220	43859	24224
3221	43872	24210
